NUI;'2022-JUL';'2022-AUG';'2022-SEP';'2022-OCT';'2022-NOV';'2022-DEC';'2023-JAN';'2023-FEB';'2023-MAR';'2023-APR';'2023-MAY';'2023-JUN';'2023-JUL';'2023-AUG';'2023-SEP';'2023-OCT';'2023-NOV';'2023-DEC'
1035329;8 [8-PREDIO DESOCUPADO SIN LECTU];;8 [8-PREDIO DESOCUPADO SIN LECTU];8 [8-PREDIO DESOCUPADO SIN LECTU];8 [8-PREDIO DESOCUPADO SIN LECTU];8 [8-PREDIO DESOCUPADO SIN LECTU];8 [8-PREDIO DESOCUPADO SIN LECTU];8 [8-PREDIO DESOCUPADO SIN LECTU];8 [8-PREDIO DESOCUPADO SIN LECTU];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];8 [8-PREDIO DESOCUPADO SIN LECTU];8 [8-PREDIO DESOCUPADO SIN LECTU];8 [8-PREDIO DESOCUPADO SIN LECTU];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND]
1035330;;;;;;;;;;4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];;8 [8-PREDIO DESOCUPADO SIN LECTU];;4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND]
1035340;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
1035345;;;;;;32 [32-NO HAY ACCESO AL MEDIDOR];MAL REPORTADO EN TC2;99 [99-LECTURA CONFIRMADA];MAL REPORTADO EN TC2;;;;;;;;;
1035348;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2
1035368;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;MAL REPORTADO EN TC2;19 [19-REGISTRADOR NO VISIBLE]
1035369;24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO]
1035377;;;;;;;;;;;;;;;;PARA REVISION;;
1035394;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;MAL REPORTADO EN TC2;;
1035448;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1035462;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;MAL REPORTADO EN TC2;;
1035484;;;;;;;;;;;;;;;;;;
1035500;;;;;;;PARA REVISION;;;;;;;MAL REPORTADO EN TC2;;;;
1035504;;;;;;;;;MAL REPORTADO EN TC2;;;;;PARA REVISION;;;;
1035516;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1035521;16 [16-MEDIDOR DANADO];;;;;;;;;;;;;;;;;
1035545;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;
1035564;;;;;;;;;;;;;;;;;;
1035572;;;;;;;;;;;;;;;;;;
1035575;;;;;;;;;;;;;;;;;;
1035588;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1035603;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;
1035605;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;
1035613;;;PARA REVISION;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
1035617;;;;;;;;;;;;;;;;;21 [21-MEDIDOR DESCONECT SIN SERV];
1035628;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
1035646;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
1035655;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
1035668;11 [11-MEDIDOR NO REGISTRADO];;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
1035672;;99 [99-LECTURA CONFIRMADA];PARA REVISION;;;PARA REVISION;PARA REVISION;;;;;;;;;;;
1035700;;;;;;;;;;PARA REVISION;;;;;;;;
1035701;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;
1035712;;;;;PARA REVISION;;;;;;;;;;;;;
1035727;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;
1035736;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;
1035750;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1035779;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
1035797;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
1035843;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;
1035849;;;;;32 [32-NO HAY ACCESO AL MEDIDOR];;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;
1035873;;;;;;;;;;;;16 [16-MEDIDOR DANADO];;;;;;
1035874;99 [99-LECTURA CONFIRMADA];;;;;;;;MAL REPORTADO EN TC2;;;MAL REPORTADO EN TC2;;;;;;
1035899;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;;;;;;;
1035909;;;;;;;;16 [16-MEDIDOR DANADO];;;;;;;;;;
1035911;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1035919;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
1036008;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;
1036018;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;;;;;;PARA REVISION;
1036051;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;
1036067;;;;;;;;99 [99-LECTURA CONFIRMADA];MAL REPORTADO EN TC2;;;;;;;;;
1036068;;4 [4-PREDIO - DEMOLIDO O ABAND];;;;4 [4-PREDIO - DEMOLIDO O ABAND];;;;;;;;;;;;
1036092;;;;;;;;;;;;;;;;;;
1036098;;PARA REVISION;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;
1036111;;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2
1036124;;;;;;;;SIN DESVIACION SIGNIFICATIVA;10 [10-MEDIDOR INEXISTENTE O DESC];;;;;;;;;
1036127;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1036199;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;
1036215;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
1036216;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1036359;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;
1036361;MAL REPORTADO EN TC2;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;
1036363;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;
1036366;99 [99-LECTURA CONFIRMADA];;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1036374;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;32 [32-NO HAY ACCESO AL MEDIDOR];SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];MAL REPORTADO EN TC2;;;;;;;;;
1036376;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;
1036383;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;
1036388;MAL REPORTADO EN TC2;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;
1036393;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;
1036395;;;;;32 [32-NO HAY ACCESO AL MEDIDOR];;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;19 [19-REGISTRADOR NO VISIBLE];;;;;;;
1036416;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
1036432;;;;;;;;;;;MAL REPORTADO EN TC2;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;
1036434;;;MAL REPORTADO EN TC2;;;;;;19 [19-REGISTRADOR NO VISIBLE];;;;;;;;;
1036436;MAL REPORTADO EN TC2;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;
1036445;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;
1036453;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;
1036454;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1036456;99 [99-LECTURA CONFIRMADA];;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;
1036467;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;
1036468;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;;;;;;;;
1036469;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;32 [32-NO HAY ACCESO AL MEDIDOR];;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;
1036470;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;;;;;;;;
1036471;;;;;;;;;;;;;;21 [21-MEDIDOR DESCONECT SIN SERV];;;;
1036682;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;
1036687;;;;;;;;;;;;;;;;;;
1036689;;;;;;;;;16 [16-MEDIDOR DANADO];;;;;;;;;
1036702;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;
1036735;;4 [4-PREDIO - DEMOLIDO O ABAND];;;;4 [4-PREDIO - DEMOLIDO O ABAND];;;;;;;;;;;;
1036858;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;
1037015;;;;;;;;;;;24 [24-SERV SUSPENDIDO SIN MEDIDO];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];;4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND]
1037017;;;;;PARA REVISION;;;;;;;;;;;;;
1037023;;;19 [19-REGISTRADOR NO VISIBLE];;;;;;;;;;;;;;;
1037177;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;
1037289;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;
1037372;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1037481;;;;;;;;;;;;;;;;;;
1037482;;;;;;;;;;;;;;;;;;
1037483;;;;;;;;;;;;;;;;;;
1037484;;;;;;;;;;;;;;;;;;
1037538;99 [99-LECTURA CONFIRMADA];99 [99-LECTURA CONFIRMADA];MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1037539;;;;;;99 [99-LECTURA CONFIRMADA];MAL REPORTADO EN TC2;;;;;;;;;;;
1037540;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
1037541;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;
1037544;MAL REPORTADO EN TC2;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;
1037561;7 [7-EXTREMADAMENTE ALTO];;;;;;;;;;;;;;;;;
1037568;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;;;;;;;
1037570;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;
1037573;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;;;
1037576;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;
1037588;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2
1037599;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;
1037604;;;MAL REPORTADO EN TC2;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;32 [32-NO HAY ACCESO AL MEDIDOR];;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA
1037611;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1037612;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;MAL REPORTADO EN TC2;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;
1037614;;;MAL REPORTADO EN TC2;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;MAL REPORTADO EN TC2;;;;;;;;;;;
1037617;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;
1037618;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;MAL REPORTADO EN TC2;;;;;;;
1037622;4 [4-PREDIO - DEMOLIDO O ABAND];;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];SIN DESVIACION SIGNIFICATIVA;21 [21-MEDIDOR DESCONECT SIN SERV];SIN DESVIACION SIGNIFICATIVA;4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];;SIN DESVIACION SIGNIFICATIVA;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];9 [9-DOBLE MATRICULA CON CEDENAR];;21 [21-MEDIDOR DESCONECT SIN SERV];9 [9-DOBLE MATRICULA CON CEDENAR];9 [9-DOBLE MATRICULA CON CEDENAR]
1037624;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;
1037626;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;
1037627;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;;;;;;;;;;
1037630;19 [19-REGISTRADOR NO VISIBLE];;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];99 [99-LECTURA CONFIRMADA];MAL REPORTADO EN TC2;;;;;;;;;;;;
1037632;99 [99-LECTURA CONFIRMADA];;MAL REPORTADO EN TC2;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;
1037929;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];PARA REVISION
1037931;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1037934;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;
1037935;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;;;;;;;
1037945;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
1038100;;;;;;;;;;;;;;32 [32-NO HAY ACCESO AL MEDIDOR];;;;
1038119;;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA
1038130;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;
1038137;;;MAL REPORTADO EN TC2;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;;;;;;;;;;;;;
1038350;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1038559;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1038582;PARA REVISION;;;;;;;;;;;;;;;;;
1038601;PARA REVISION;;;;;;;;;;;;;;;;;
1038710;;;;;;;;;;;;;;;24 [24-SERV SUSPENDIDO SIN MEDIDO];;;
1038849;;;;;;8 [8-PREDIO DESOCUPADO SIN LECTU];;;;8 [8-PREDIO DESOCUPADO SIN LECTU];;;;;;;;
1038865;;;;;;;;;;;;;;;19 [19-REGISTRADOR NO VISIBLE];;;
1038890;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;
1038892;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;
1039065;;;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA
1039066;MAL REPORTADO EN TC2;;MAL REPORTADO EN TC2;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;
1039067;;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2
1039076;;;;;;;;;99 [99-LECTURA CONFIRMADA];;;;99 [99-LECTURA CONFIRMADA];;;;;
1039077;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA
1039086;;;;;PARA REVISION;;;;;;;;;;;;;
1039099;4 [4-PREDIO - DEMOLIDO O ABAND];;4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];;4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];;4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND]
1039100;;;;32 [32-NO HAY ACCESO AL MEDIDOR];MAL REPORTADO EN TC2;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;
1039101;;;;;;;;;99 [99-LECTURA CONFIRMADA];;;;;MAL REPORTADO EN TC2;;;;
1039102;;;;;;;;;;;6 [6-PREDIO DESOCUPADO CON LECTU];;;PARA REVISION;;;;
1039106;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;
1039109;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1039116;99 [99-LECTURA CONFIRMADA];99 [99-LECTURA CONFIRMADA];;;;;;;;;;;;;;;;
1039119;;;;;;;;;;;;;;PARA REVISION;;;;
1039155;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1039161;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
1039167;;;;;;;;;;;;;;;;;;
1039234;;4 [4-PREDIO - DEMOLIDO O ABAND];;;;;;;;4 [4-PREDIO - DEMOLIDO O ABAND];;;;;4 [4-PREDIO - DEMOLIDO O ABAND];;;
1039261;;;;;;8 [8-PREDIO DESOCUPADO SIN LECTU];;;;8 [8-PREDIO DESOCUPADO SIN LECTU];;;;;;;;
1039726;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;;;;;;
1039854;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
1039859;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;
1039895;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;
1039913;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;
1039926;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;
1040323;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;;;;;;;
1040330;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
1040344;;;;;;;;;;;;;;;;;;
1040384;MAL REPORTADO EN TC2;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;
1040385;MAL REPORTADO EN TC2;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;
1040386;MAL REPORTADO EN TC2;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;
1040388;MAL REPORTADO EN TC2;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;
1040389;MAL REPORTADO EN TC2;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;
1040402;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;
1040409;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
1040419;99 [99-LECTURA CONFIRMADA];;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1040446;;;;;;;;;;21 [21-MEDIDOR DESCONECT SIN SERV];;;;;;;;
1040515;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;
1040534;;;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA
1040535;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
1040538;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;99 [99-LECTURA CONFIRMADA];;;;
1040541;;;MAL REPORTADO EN TC2;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;
1040544;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;;;;;;;
1040599;99 [99-LECTURA CONFIRMADA];99 [99-LECTURA CONFIRMADA];;;;;;;;;;;;;;;;
1040600;;;;;;;;;;;;;;32 [32-NO HAY ACCESO AL MEDIDOR];;;;
1040651;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1040783;;;MAL REPORTADO EN TC2;;19 [19-REGISTRADOR NO VISIBLE];;;;;;MAL REPORTADO EN TC2;;;;;;;
1040864;;;;;;;;;PARA REVISION;;MAL REPORTADO EN TC2;;;;;;;
1040865;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1040872;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;
1040884;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;
1040960;;4 [4-PREDIO - DEMOLIDO O ABAND];;;;4 [4-PREDIO - DEMOLIDO O ABAND];;;;;;;;;;;;
1041081;;1 [1-PREDIO NO EXISTE];;;;;;;;1 [1-PREDIO NO EXISTE];;;;;;;;
1041090;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;
1041099;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;MAL REPORTADO EN TC2;;
1041101;;;;;;;;;;;;;;;;21 [21-MEDIDOR DESCONECT SIN SERV];MAL REPORTADO EN TC2;
1041123;;;;;;;;;;;;;21 [21-MEDIDOR DESCONECT SIN SERV];;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV]
1041308;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;
1041347;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;
1041419;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1041431;;;;;32 [32-NO HAY ACCESO AL MEDIDOR];;MAL REPORTADO EN TC2;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;
1041507;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
1041737;;;;MAL REPORTADO EN TC2;;;;;MAL REPORTADO EN TC2;;;;;;;;;
1041739;;;;MAL REPORTADO EN TC2;;;;;MAL REPORTADO EN TC2;;;;;;;;;
1041854;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;
1041869;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;;;
1041877;;;;;;;;;;;MAL REPORTADO EN TC2;;SIN DESVIACION SIGNIFICATIVA;32 [32-NO HAY ACCESO AL MEDIDOR];;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2
1041878;;;;;;;;;7 [7-EXTREMADAMENTE ALTO];;99 [99-LECTURA CONFIRMADA];;;;;;;
1041886;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;32 [32-NO HAY ACCESO AL MEDIDOR];;MAL REPORTADO EN TC2;;;;;;;
1041932;;;;99 [99-LECTURA CONFIRMADA];;;;;MAL REPORTADO EN TC2;;;;;;;;;
1041958;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;19 [19-REGISTRADOR NO VISIBLE];;MAL REPORTADO EN TC2;;;;;;;
1041959;;;MAL REPORTADO EN TC2;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;19 [19-REGISTRADOR NO VISIBLE];;SIN DESVIACION SIGNIFICATIVA;6 [6-PREDIO DESOCUPADO CON LECTU];;;;;;
1041960;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;
