NUI,year,mes,Value,ValueNum,Month
190148,2022,NOV,16 [16-MEDIDOR DANADO],16,11
190696,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
190866,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
190976,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
191364,2022,NOV,10 [10-MEDIDOR INEXISTENTE O DESC],10,11
191376,2022,NOV,10 [10-MEDIDOR INEXISTENTE O DESC],10,11
191408,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
191434,2022,NOV,7 [7-EXTREMADAMENTE ALTO],7,11
191762,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
191932,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
192178,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
192212,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
192226,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
192280,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
192284,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
192290,2022,NOV,7 [7-EXTREMADAMENTE ALTO],7,11
192296,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
192302,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
192350,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
197518,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
197566,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
197738,2022,NOV,7 [7-EXTREMADAMENTE ALTO],7,11
202168,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
202170,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
205090,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
205992,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
206404,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
206610,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
207308,2022,NOV,16 [16-MEDIDOR DANADO],16,11
208896,2022,NOV,16 [16-MEDIDOR DANADO],16,11
209896,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
210036,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
210038,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
210120,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
210318,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
210520,2022,NOV,11 [11-MEDIDOR NO REGISTRADO],11,11
210682,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
210766,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
210774,2022,NOV,16 [16-MEDIDOR DANADO],16,11
210792,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
210796,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
210798,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
210816,2022,NOV,16 [16-MEDIDOR DANADO],16,11
211546,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
211634,2022,NOV,16 [16-MEDIDOR DANADO],16,11
212256,2022,NOV,13 [13-MEDIDOR VOLTEADO O DESCOLG],13,11
212288,2022,NOV,13 [13-MEDIDOR VOLTEADO O DESCOLG],13,11
212824,2022,NOV,16 [16-MEDIDOR DANADO],16,11
214918,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
215424,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
219100,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
219682,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
220064,2022,NOV,16 [16-MEDIDOR DANADO],16,11
220096,2022,NOV,10 [10-MEDIDOR INEXISTENTE O DESC],10,11
220194,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
220284,2022,NOV,16 [16-MEDIDOR DANADO],16,11
220900,2022,NOV,19 [19-REGISTRADOR NO VISIBLE],19,11
221100,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
331450,2022,NOV,16 [16-MEDIDOR DANADO],16,11
335300,2022,NOV,10 [10-MEDIDOR INEXISTENTE O DESC],10,11
335620,2022,NOV,19 [19-REGISTRADOR NO VISIBLE],19,11
339610,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
340458,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
348738,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
349680,2022,NOV,19 [19-REGISTRADOR NO VISIBLE],19,11
398796,2022,NOV,16 [16-MEDIDOR DANADO],16,11
398936,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
404018,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
405130,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
406032,2022,NOV,16 [16-MEDIDOR DANADO],16,11
406770,2022,NOV,10 [10-MEDIDOR INEXISTENTE O DESC],10,11
409388,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
409396,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
411016,2022,NOV,7 [7-EXTREMADAMENTE ALTO],7,11
414484,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
414490,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
414500,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
414522,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
414524,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
414536,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
414540,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
416336,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
417072,2022,NOV,16 [16-MEDIDOR DANADO],16,11
418202,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
418376,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
419698,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
419704,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
421132,2022,NOV,16 [16-MEDIDOR DANADO],16,11
425368,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
438474,2022,NOV,19 [19-REGISTRADOR NO VISIBLE],19,11
439932,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
439984,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
443226,2022,NOV,16 [16-MEDIDOR DANADO],16,11
444646,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
447376,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
449496,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
449592,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
451718,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
453518,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
455302,2022,NOV,7 [7-EXTREMADAMENTE ALTO],7,11
455328,2022,NOV,18 [18-DISPLAY APAGADO O DESPROGRA],18,11
457686,2022,NOV,16 [16-MEDIDOR DANADO],16,11
457906,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
457922,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
458176,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
466476,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
467246,2022,NOV,10 [10-MEDIDOR INEXISTENTE O DESC],10,11
467622,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
469740,2022,NOV,16 [16-MEDIDOR DANADO],16,11
476682,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
505636,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
513377,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
530049,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
532805,2022,NOV,16 [16-MEDIDOR DANADO],16,11
533147,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
533427,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
534825,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
536077,2022,NOV,16 [16-MEDIDOR DANADO],16,11
537761,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
537819,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
537829,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
537837,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
537875,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
541486,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
545371,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
546769,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
547931,2022,NOV,13 [13-MEDIDOR VOLTEADO O DESCOLG],13,11
550325,2022,NOV,13 [13-MEDIDOR VOLTEADO O DESCOLG],13,11
551498,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
551594,2022,NOV,18 [18-DISPLAY APAGADO O DESPROGRA],18,11
551677,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
551879,2022,NOV,13 [13-MEDIDOR VOLTEADO O DESCOLG],13,11
555493,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
557272,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
558018,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
558040,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
562061,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
566820,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
567938,2022,NOV,38 [38-ORDEN MAL UBICADO],38,11
568886,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
571276,2022,NOV,16 [16-MEDIDOR DANADO],16,11
573531,2022,NOV,16 [16-MEDIDOR DANADO],16,11
575615,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
575811,2022,NOV,11 [11-MEDIDOR NO REGISTRADO],11,11
584294,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
589574,2022,NOV,13 [13-MEDIDOR VOLTEADO O DESCOLG],13,11
594816,2022,NOV,16 [16-MEDIDOR DANADO],16,11
599194,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
599681,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
604945,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
606762,2022,NOV,19 [19-REGISTRADOR NO VISIBLE],19,11
606796,2022,NOV,10 [10-MEDIDOR INEXISTENTE O DESC],10,11
607777,2022,NOV,16 [16-MEDIDOR DANADO],16,11
609295,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
609555,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
609579,2022,NOV,16 [16-MEDIDOR DANADO],16,11
609615,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
614928,2022,NOV,13 [13-MEDIDOR VOLTEADO O DESCOLG],13,11
619120,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
619128,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
619154,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
619158,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
619160,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
619416,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
621518,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
622555,2022,NOV,16 [16-MEDIDOR DANADO],16,11
622667,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
629353,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
629357,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
633509,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
633857,2022,NOV,13 [13-MEDIDOR VOLTEADO O DESCOLG],13,11
640264,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
640474,2022,NOV,10 [10-MEDIDOR INEXISTENTE O DESC],10,11
1001174,2022,NOV,16 [16-MEDIDOR DANADO],16,11
1003343,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1003413,2022,NOV,33 [33-DOBLE MATRIC CON OTRO COMER],33,11
1005860,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1005999,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1006233,2022,NOV,10 [10-MEDIDOR INEXISTENTE O DESC],10,11
1006236,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1006244,2022,NOV,16 [16-MEDIDOR DANADO],16,11
1007152,2022,NOV,16 [16-MEDIDOR DANADO],16,11
1009309,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1009501,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1009503,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1011352,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1011375,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1011388,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1011389,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1011390,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1011398,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1011400,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1011547,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1011552,2022,NOV,13 [13-MEDIDOR VOLTEADO O DESCOLG],13,11
1013348,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1013533,2022,NOV,16 [16-MEDIDOR DANADO],16,11
1016087,2022,NOV,13 [13-MEDIDOR VOLTEADO O DESCOLG],13,11
1016128,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1016431,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1016837,2022,NOV,10 [10-MEDIDOR INEXISTENTE O DESC],10,11
1017766,2022,NOV,10 [10-MEDIDOR INEXISTENTE O DESC],10,11
1018918,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1019045,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1019170,2022,NOV,10 [10-MEDIDOR INEXISTENTE O DESC],10,11
1021127,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1022651,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1023271,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1025360,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1025671,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1026895,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1029087,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1029786,2022,NOV,10 [10-MEDIDOR INEXISTENTE O DESC],10,11
1031883,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1033073,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1033316,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1033320,2022,NOV,19 [19-REGISTRADOR NO VISIBLE],19,11
1033322,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1033833,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1034410,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1034774,2022,NOV,18 [18-DISPLAY APAGADO O DESPROGRA],18,11
1035282,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1035299,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1035849,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1036374,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1036395,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1040783,2022,NOV,19 [19-REGISTRADOR NO VISIBLE],19,11
1041431,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1041966,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1042658,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1042796,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1043043,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1046110,2022,NOV,19 [19-REGISTRADOR NO VISIBLE],19,11
1046336,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1050251,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1050744,2022,NOV,19 [19-REGISTRADOR NO VISIBLE],19,11
1053113,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1053537,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1054849,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1054895,2022,NOV,10 [10-MEDIDOR INEXISTENTE O DESC],10,11
1056256,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1056288,2022,NOV,37 [37-SIN SELLOS EN TAPA BORNERA],37,11
1057891,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1057971,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1057983,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1059187,2022,NOV,11 [11-MEDIDOR NO REGISTRADO],11,11
1062858,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1062907,2022,NOV,19 [19-REGISTRADOR NO VISIBLE],19,11
1063456,2022,NOV,19 [19-REGISTRADOR NO VISIBLE],19,11
1064073,2022,NOV,11 [11-MEDIDOR NO REGISTRADO],11,11
1067518,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1067558,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1069494,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1070755,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1071077,2022,NOV,16 [16-MEDIDOR DANADO],16,11
1071416,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1071550,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1073897,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1074263,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1077037,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1079273,2022,NOV,16 [16-MEDIDOR DANADO],16,11
1080769,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1081188,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1082232,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1082234,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1083161,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1083908,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1086533,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1087046,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1087913,2022,NOV,16 [16-MEDIDOR DANADO],16,11
1088099,2022,NOV,19 [19-REGISTRADOR NO VISIBLE],19,11
1089827,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1091986,2022,NOV,11 [11-MEDIDOR NO REGISTRADO],11,11
1092682,2022,NOV,19 [19-REGISTRADOR NO VISIBLE],19,11
1093422,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1093439,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1094817,2022,NOV,19 [19-REGISTRADOR NO VISIBLE],19,11
1095213,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1095320,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1095503,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1097336,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1097821,2022,NOV,16 [16-MEDIDOR DANADO],16,11
1099740,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1103366,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1105022,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1107384,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1108813,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1111044,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1111049,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1112194,2022,NOV,10 [10-MEDIDOR INEXISTENTE O DESC],10,11
1112916,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1114508,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1116792,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1116807,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1116811,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1116822,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1116826,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1116832,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1116893,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1117095,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1117099,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1117106,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1117114,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1117116,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1117125,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1117153,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1117179,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1119164,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1120472,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1121319,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1122021,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1122642,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1123773,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1124721,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1124742,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1126513,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1128891,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1131899,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1131900,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1134328,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1141878,2022,NOV,18 [18-DISPLAY APAGADO O DESPROGRA],18,11
1142787,2022,NOV,16 [16-MEDIDOR DANADO],16,11
1153281,2022,NOV,16 [16-MEDIDOR DANADO],16,11
1153374,2022,NOV,11 [11-MEDIDOR NO REGISTRADO],11,11
1154066,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1155629,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1155755,2022,NOV,7 [7-EXTREMADAMENTE ALTO],7,11
1157401,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1158000,2022,NOV,19 [19-REGISTRADOR NO VISIBLE],19,11
1161652,2022,NOV,7 [7-EXTREMADAMENTE ALTO],7,11
1163568,2022,NOV,18 [18-DISPLAY APAGADO O DESPROGRA],18,11
1166113,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1168533,2022,NOV,10 [10-MEDIDOR INEXISTENTE O DESC],10,11
1170345,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1172886,2022,NOV,19 [19-REGISTRADOR NO VISIBLE],19,11
1172936,2022,NOV,16 [16-MEDIDOR DANADO],16,11
1173137,2022,NOV,16 [16-MEDIDOR DANADO],16,11
1173665,2022,NOV,19 [19-REGISTRADOR NO VISIBLE],19,11
1175077,2022,NOV,16 [16-MEDIDOR DANADO],16,11
1175604,2022,NOV,16 [16-MEDIDOR DANADO],16,11
1178210,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1183566,2022,NOV,11 [11-MEDIDOR NO REGISTRADO],11,11
1189782,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1199073,2022,NOV,16 [16-MEDIDOR DANADO],16,11
1199393,2022,NOV,16 [16-MEDIDOR DANADO],16,11
1203155,2022,NOV,16 [16-MEDIDOR DANADO],16,11
1203463,2022,NOV,16 [16-MEDIDOR DANADO],16,11
1205998,2022,NOV,19 [19-REGISTRADOR NO VISIBLE],19,11
1206597,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1207647,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1208552,2022,NOV,19 [19-REGISTRADOR NO VISIBLE],19,11
1209172,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1211110,2022,NOV,16 [16-MEDIDOR DANADO],16,11
1212855,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1217660,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1217678,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1220304,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1222178,2022,NOV,18 [18-DISPLAY APAGADO O DESPROGRA],18,11
1226310,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1228643,2022,NOV,16 [16-MEDIDOR DANADO],16,11
1229667,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1230825,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1232102,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1232519,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
1233750,2022,NOV,32 [32-NO HAY ACCESO AL MEDIDOR],32,11
1237099,2022,NOV,21 [21-MEDIDOR DESCONECT SIN SERV],21,11
