NUI,Date,Value
157994,'2023-FEB',99 [99-LECTURA CONFIRMADA]
157996,'2023-FEB',99 [99-LECTURA CONFIRMADA]
159284,'2023-FEB',MAL REPORTADO EN TC2
159366,'2023-FEB',24 [24-SERV SUSPENDIDO SIN MEDIDO]
159368,'2023-FEB',MAL REPORTADO EN TC2
159428,'2023-FEB',MAL REPORTADO EN TC2
159538,'2023-FEB',MAL REPORTADO EN TC2
159608,'2023-FEB',MAL REPORTADO EN TC2
159672,'2023-FEB',4 [4-PREDIO - DEMOLIDO O ABAND]
159744,'2023-FEB',99 [99-LECTURA CONFIRMADA]
159750,'2023-FEB',MAL REPORTADO EN TC2
159788,'2023-FEB',99 [99-LECTURA CONFIRMADA]
159820,'2023-FEB',MAL REPORTADO EN TC2
159966,'2023-FEB',99 [99-LECTURA CONFIRMADA]
160052,'2023-FEB',MAL REPORTADO EN TC2
160350,'2023-FEB',8 [8-PREDIO DESOCUPADO SIN LECTU]
160444,'2023-FEB',8 [8-PREDIO DESOCUPADO SIN LECTU]
160600,'2023-FEB',21 [21-MEDIDOR DESCONECT SIN SERV]
160762,'2023-FEB',99 [99-LECTURA CONFIRMADA]
160826,'2023-FEB',21 [21-MEDIDOR DESCONECT SIN SERV]
161024,'2023-FEB',24 [24-SERV SUSPENDIDO SIN MEDIDO]
161114,'2023-FEB',MAL REPORTADO EN TC2
161402,'2023-FEB',8 [8-PREDIO DESOCUPADO SIN LECTU]
161504,'2023-FEB',32 [32-NO HAY ACCESO AL MEDIDOR]
161520,'2023-FEB',MAL REPORTADO EN TC2
161530,'2023-FEB',PARA REVISION
161732,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
161810,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
161910,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
161980,'2023-FEB',21 [21-MEDIDOR DESCONECT SIN SERV]
162002,'2023-FEB',99 [99-LECTURA CONFIRMADA]
162010,'2023-FEB',21 [21-MEDIDOR DESCONECT SIN SERV]
162038,'2023-FEB',MAL REPORTADO EN TC2
162118,'2023-FEB',MAL REPORTADO EN TC2
162126,'2023-FEB',21 [21-MEDIDOR DESCONECT SIN SERV]
162164,'2023-FEB',MAL REPORTADO EN TC2
162206,'2023-FEB',21 [21-MEDIDOR DESCONECT SIN SERV]
162460,'2023-FEB',21 [21-MEDIDOR DESCONECT SIN SERV]
162586,'2023-FEB',PARA REVISION
162984,'2023-FEB',16 [16-MEDIDOR DANADO]
163080,'2023-FEB',24 [24-SERV SUSPENDIDO SIN MEDIDO]
164754,'2023-FEB',21 [21-MEDIDOR DESCONECT SIN SERV]
164864,'2023-FEB',MAL REPORTADO EN TC2
167184,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
167222,'2023-FEB',21 [21-MEDIDOR DESCONECT SIN SERV]
167230,'2023-FEB',MAL REPORTADO EN TC2
167250,'2023-FEB',MAL REPORTADO EN TC2
167258,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
167260,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
167286,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
167292,'2023-FEB',MAL REPORTADO EN TC2
167298,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
167306,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
167312,'2023-FEB',MAL REPORTADO EN TC2
167336,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
167354,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
167402,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
167416,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
167448,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
167468,'2023-FEB',1 [1-PREDIO NO EXISTE]
167500,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
167512,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
167588,'2023-FEB',MAL REPORTADO EN TC2
167636,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
167654,'2023-FEB',MAL REPORTADO EN TC2
167658,'2023-FEB',MAL REPORTADO EN TC2
167666,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
167690,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
167706,'2023-FEB',MAL REPORTADO EN TC2
167724,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
167742,'2023-FEB',MAL REPORTADO EN TC2
167794,'2023-FEB',MAL REPORTADO EN TC2
167824,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
167842,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
167884,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
167908,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
167942,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
168012,'2023-FEB',1 [1-PREDIO NO EXISTE]
168016,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
168060,'2023-FEB',MAL REPORTADO EN TC2
168068,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
168116,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
168142,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
168180,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
168406,'2023-FEB',MAL REPORTADO EN TC2
168470,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
168562,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
168564,'2023-FEB',MAL REPORTADO EN TC2
168572,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
168606,'2023-FEB',MAL REPORTADO EN TC2
168630,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
168684,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
168700,'2023-FEB',MAL REPORTADO EN TC2
168736,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
168788,'2023-FEB',99 [99-LECTURA CONFIRMADA]
168792,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
168812,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
168818,'2023-FEB',MAL REPORTADO EN TC2
168836,'2023-FEB',99 [99-LECTURA CONFIRMADA]
168850,'2023-FEB',16 [16-MEDIDOR DANADO]
168852,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
168856,'2023-FEB',24 [24-SERV SUSPENDIDO SIN MEDIDO]
168878,'2023-FEB',MAL REPORTADO EN TC2
168906,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
168920,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
168934,'2023-FEB',4 [4-PREDIO - DEMOLIDO O ABAND]
168942,'2023-FEB',MAL REPORTADO EN TC2
168972,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
169018,'2023-FEB',PARA REVISION
169036,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
169052,'2023-FEB',MAL REPORTADO EN TC2
169114,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
169142,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
169160,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
169182,'2023-FEB',MAL REPORTADO EN TC2
169222,'2023-FEB',MAL REPORTADO EN TC2
169266,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
169290,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
169328,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
169428,'2023-FEB',4 [4-PREDIO - DEMOLIDO O ABAND]
169456,'2023-FEB',99 [99-LECTURA CONFIRMADA]
169458,'2023-FEB',1 [1-PREDIO NO EXISTE]
169464,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
169508,'2023-FEB',MAL REPORTADO EN TC2
169520,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
169588,'2023-FEB',MAL REPORTADO EN TC2
169590,'2023-FEB',MAL REPORTADO EN TC2
169618,'2023-FEB',MAL REPORTADO EN TC2
169682,'2023-FEB',PARA REVISION
174638,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
174668,'2023-FEB',99 [99-LECTURA CONFIRMADA]
177422,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
177438,'2023-FEB',99 [99-LECTURA CONFIRMADA]
177444,'2023-FEB',MAL REPORTADO EN TC2
177482,'2023-FEB',MAL REPORTADO EN TC2
177490,'2023-FEB',PARA REVISION
177492,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
177496,'2023-FEB',MAL REPORTADO EN TC2
177506,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
177556,'2023-FEB',MAL REPORTADO EN TC2
177618,'2023-FEB',MAL REPORTADO EN TC2
177620,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
177622,'2023-FEB',MAL REPORTADO EN TC2
177624,'2023-FEB',99 [99-LECTURA CONFIRMADA]
177642,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
177646,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
177652,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
177670,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
177688,'2023-FEB',MAL REPORTADO EN TC2
177696,'2023-FEB',MAL REPORTADO EN TC2
177754,'2023-FEB',MAL REPORTADO EN TC2
177814,'2023-FEB',MAL REPORTADO EN TC2
177860,'2023-FEB',99 [99-LECTURA CONFIRMADA]
177890,'2023-FEB',MAL REPORTADO EN TC2
177896,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
177934,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
177958,'2023-FEB',MAL REPORTADO EN TC2
178004,'2023-FEB',MAL REPORTADO EN TC2
178024,'2023-FEB',MAL REPORTADO EN TC2
178080,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
178106,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
178114,'2023-FEB',MAL REPORTADO EN TC2
178118,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
178120,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
178128,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
178148,'2023-FEB',MAL REPORTADO EN TC2
178152,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
178166,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
178174,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
178182,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
178192,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
178204,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
178342,'2023-FEB',MAL REPORTADO EN TC2
178418,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
178520,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
178552,'2023-FEB',8 [8-PREDIO DESOCUPADO SIN LECTU]
178570,'2023-FEB',MAL REPORTADO EN TC2
178574,'2023-FEB',MAL REPORTADO EN TC2
178602,'2023-FEB',MAL REPORTADO EN TC2
178616,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
178626,'2023-FEB',MAL REPORTADO EN TC2
178632,'2023-FEB',MAL REPORTADO EN TC2
178664,'2023-FEB',MAL REPORTADO EN TC2
178710,'2023-FEB',MAL REPORTADO EN TC2
181080,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
181120,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
181130,'2023-FEB',16 [16-MEDIDOR DANADO]
181202,'2023-FEB',MAL REPORTADO EN TC2
181204,'2023-FEB',MAL REPORTADO EN TC2
181214,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
181444,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
181468,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
181568,'2023-FEB',99 [99-LECTURA CONFIRMADA]
181600,'2023-FEB',MAL REPORTADO EN TC2
181630,'2023-FEB',99 [99-LECTURA CONFIRMADA]
181650,'2023-FEB',MAL REPORTADO EN TC2
181850,'2023-FEB',99 [99-LECTURA CONFIRMADA]
181964,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
181996,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
181998,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
182000,'2023-FEB',MAL REPORTADO EN TC2
182046,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
182152,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
182162,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
182184,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
182198,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
182222,'2023-FEB',99 [99-LECTURA CONFIRMADA]
182224,'2023-FEB',MAL REPORTADO EN TC2
182226,'2023-FEB',MAL REPORTADO EN TC2
182270,'2023-FEB',MAL REPORTADO EN TC2
182274,'2023-FEB',MAL REPORTADO EN TC2
182282,'2023-FEB',MAL REPORTADO EN TC2
182288,'2023-FEB',99 [99-LECTURA CONFIRMADA]
182342,'2023-FEB',PARA REVISION
182348,'2023-FEB',MAL REPORTADO EN TC2
182376,'2023-FEB',21 [21-MEDIDOR DESCONECT SIN SERV]
182522,'2023-FEB',99 [99-LECTURA CONFIRMADA]
182574,'2023-FEB',99 [99-LECTURA CONFIRMADA]
182596,'2023-FEB',MAL REPORTADO EN TC2
182674,'2023-FEB',MAL REPORTADO EN TC2
182718,'2023-FEB',MAL REPORTADO EN TC2
182824,'2023-FEB',MAL REPORTADO EN TC2
182844,'2023-FEB',15 [15-POSIBLE IRREGULARIDAD]
182850,'2023-FEB',99 [99-LECTURA CONFIRMADA]
182878,'2023-FEB',99 [99-LECTURA CONFIRMADA]
182976,'2023-FEB',99 [99-LECTURA CONFIRMADA]
182986,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
183012,'2023-FEB',PARA REVISION
183016,'2023-FEB',MAL REPORTADO EN TC2
183034,'2023-FEB',4 [4-PREDIO - DEMOLIDO O ABAND]
183064,'2023-FEB',10 [10-MEDIDOR INEXISTENTE O DESC]
183098,'2023-FEB',32 [32-NO HAY ACCESO AL MEDIDOR]
183244,'2023-FEB',18 [18-DISPLAY APAGADO O DESPROGRA]
183320,'2023-FEB',MAL REPORTADO EN TC2
183328,'2023-FEB',MAL REPORTADO EN TC2
183416,'2023-FEB',PARA REVISION
183476,'2023-FEB',99 [99-LECTURA CONFIRMADA]
183482,'2023-FEB',MAL REPORTADO EN TC2
183498,'2023-FEB',MAL REPORTADO EN TC2
183550,'2023-FEB',99 [99-LECTURA CONFIRMADA]
183600,'2023-FEB',99 [99-LECTURA CONFIRMADA]
183854,'2023-FEB',MAL REPORTADO EN TC2
183860,'2023-FEB',MAL REPORTADO EN TC2
183862,'2023-FEB',99 [99-LECTURA CONFIRMADA]
183880,'2023-FEB',MAL REPORTADO EN TC2
183924,'2023-FEB',99 [99-LECTURA CONFIRMADA]
183978,'2023-FEB',PARA REVISION
184122,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184126,'2023-FEB',MAL REPORTADO EN TC2
184184,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184192,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184196,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184218,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184252,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184254,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184270,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184286,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184324,'2023-FEB',MAL REPORTADO EN TC2
184326,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184328,'2023-FEB',MAL REPORTADO EN TC2
184330,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184338,'2023-FEB',MAL REPORTADO EN TC2
184356,'2023-FEB',MAL REPORTADO EN TC2
184358,'2023-FEB',MAL REPORTADO EN TC2
184372,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184382,'2023-FEB',MAL REPORTADO EN TC2
184394,'2023-FEB',MAL REPORTADO EN TC2
184396,'2023-FEB',MAL REPORTADO EN TC2
184406,'2023-FEB',MAL REPORTADO EN TC2
184424,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184438,'2023-FEB',MAL REPORTADO EN TC2
184442,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184444,'2023-FEB',MAL REPORTADO EN TC2
184446,'2023-FEB',MAL REPORTADO EN TC2
184448,'2023-FEB',MAL REPORTADO EN TC2
184454,'2023-FEB',MAL REPORTADO EN TC2
184460,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184462,'2023-FEB',MAL REPORTADO EN TC2
184466,'2023-FEB',MAL REPORTADO EN TC2
184476,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184480,'2023-FEB',MAL REPORTADO EN TC2
184482,'2023-FEB',MAL REPORTADO EN TC2
184486,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184504,'2023-FEB',MAL REPORTADO EN TC2
184514,'2023-FEB',MAL REPORTADO EN TC2
184522,'2023-FEB',MAL REPORTADO EN TC2
184524,'2023-FEB',MAL REPORTADO EN TC2
184526,'2023-FEB',MAL REPORTADO EN TC2
184544,'2023-FEB',MAL REPORTADO EN TC2
184546,'2023-FEB',MAL REPORTADO EN TC2
184548,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184550,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184552,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184556,'2023-FEB',MAL REPORTADO EN TC2
184558,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184566,'2023-FEB',MAL REPORTADO EN TC2
184568,'2023-FEB',MAL REPORTADO EN TC2
184572,'2023-FEB',PARA REVISION
184574,'2023-FEB',MAL REPORTADO EN TC2
184600,'2023-FEB',8 [8-PREDIO DESOCUPADO SIN LECTU]
184618,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184624,'2023-FEB',MAL REPORTADO EN TC2
184628,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184630,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184636,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184644,'2023-FEB',MAL REPORTADO EN TC2
184650,'2023-FEB',MAL REPORTADO EN TC2
184654,'2023-FEB',MAL REPORTADO EN TC2
184666,'2023-FEB',MAL REPORTADO EN TC2
184688,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184690,'2023-FEB',8 [8-PREDIO DESOCUPADO SIN LECTU]
184692,'2023-FEB',MAL REPORTADO EN TC2
184704,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184706,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184708,'2023-FEB',MAL REPORTADO EN TC2
184712,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184716,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184718,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184720,'2023-FEB',MAL REPORTADO EN TC2
184792,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
184808,'2023-FEB',MAL REPORTADO EN TC2
184828,'2023-FEB',MAL REPORTADO EN TC2
184844,'2023-FEB',MAL REPORTADO EN TC2
184950,'2023-FEB',99 [99-LECTURA CONFIRMADA]
184970,'2023-FEB',99 [99-LECTURA CONFIRMADA]
184982,'2023-FEB',99 [99-LECTURA CONFIRMADA]
185030,'2023-FEB',99 [99-LECTURA CONFIRMADA]
185144,'2023-FEB',99 [99-LECTURA CONFIRMADA]
185170,'2023-FEB',32 [32-NO HAY ACCESO AL MEDIDOR]
185232,'2023-FEB',99 [99-LECTURA CONFIRMADA]
185336,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
185432,'2023-FEB',99 [99-LECTURA CONFIRMADA]
185478,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
185486,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
185490,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
185546,'2023-FEB',MAL REPORTADO EN TC2
185592,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
185646,'2023-FEB',MAL REPORTADO EN TC2
185654,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
185656,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
185664,'2023-FEB',6 [6-PREDIO DESOCUPADO CON LECTU]
185718,'2023-FEB',6 [6-PREDIO DESOCUPADO CON LECTU]
185866,'2023-FEB',6 [6-PREDIO DESOCUPADO CON LECTU]
185910,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
185912,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
185986,'2023-FEB',6 [6-PREDIO DESOCUPADO CON LECTU]
185998,'2023-FEB',99 [99-LECTURA CONFIRMADA]
186008,'2023-FEB',99 [99-LECTURA CONFIRMADA]
186034,'2023-FEB',6 [6-PREDIO DESOCUPADO CON LECTU]
186448,'2023-FEB',MAL REPORTADO EN TC2
186608,'2023-FEB',PARA REVISION
187670,'2023-FEB',21 [21-MEDIDOR DESCONECT SIN SERV]
187816,'2023-FEB',10 [10-MEDIDOR INEXISTENTE O DESC]
187856,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
187938,'2023-FEB',4 [4-PREDIO - DEMOLIDO O ABAND]
187942,'2023-FEB',4 [4-PREDIO - DEMOLIDO O ABAND]
187944,'2023-FEB',4 [4-PREDIO - DEMOLIDO O ABAND]
187994,'2023-FEB',4 [4-PREDIO - DEMOLIDO O ABAND]
188276,'2023-FEB',99 [99-LECTURA CONFIRMADA]
188422,'2023-FEB',MAL REPORTADO EN TC2
188556,'2023-FEB',24 [24-SERV SUSPENDIDO SIN MEDIDO]
188564,'2023-FEB',24 [24-SERV SUSPENDIDO SIN MEDIDO]
188580,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
188646,'2023-FEB',MAL REPORTADO EN TC2
188970,'2023-FEB',MAL REPORTADO EN TC2
189014,'2023-FEB',4 [4-PREDIO - DEMOLIDO O ABAND]
189128,'2023-FEB',8 [8-PREDIO DESOCUPADO SIN LECTU]
189426,'2023-FEB',8 [8-PREDIO DESOCUPADO SIN LECTU]
189864,'2023-FEB',4 [4-PREDIO - DEMOLIDO O ABAND]
190140,'2023-FEB',PARA REVISION
190240,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
190278,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
190368,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
190436,'2023-FEB',21 [21-MEDIDOR DESCONECT SIN SERV]
190490,'2023-FEB',MAL REPORTADO EN TC2
190652,'2023-FEB',21 [21-MEDIDOR DESCONECT SIN SERV]
190686,'2023-FEB',21 [21-MEDIDOR DESCONECT SIN SERV]
190792,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
190866,'2023-FEB',21 [21-MEDIDOR DESCONECT SIN SERV]
190870,'2023-FEB',MAL REPORTADO EN TC2
190878,'2023-FEB',4 [4-PREDIO - DEMOLIDO O ABAND]
190888,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
190976,'2023-FEB',21 [21-MEDIDOR DESCONECT SIN SERV]
191060,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191064,'2023-FEB',4 [4-PREDIO - DEMOLIDO O ABAND]
191068,'2023-FEB',PARA REVISION
191212,'2023-FEB',24 [24-SERV SUSPENDIDO SIN MEDIDO]
191330,'2023-FEB',MAL REPORTADO EN TC2
191362,'2023-FEB',24 [24-SERV SUSPENDIDO SIN MEDIDO]
191376,'2023-FEB',MAL REPORTADO EN TC2
191396,'2023-FEB',MAL REPORTADO EN TC2
191408,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191438,'2023-FEB',MAL REPORTADO EN TC2
191456,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191460,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191462,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191464,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191466,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191468,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191470,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191472,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191474,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191476,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191478,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191480,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191482,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191484,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191486,'2023-FEB',19 [19-REGISTRADOR NO VISIBLE]
191488,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191490,'2023-FEB',MAL REPORTADO EN TC2
191492,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191496,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191498,'2023-FEB',4 [4-PREDIO - DEMOLIDO O ABAND]
191500,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191502,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191504,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191508,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191510,'2023-FEB',32 [32-NO HAY ACCESO AL MEDIDOR]
191512,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191516,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191712,'2023-FEB',MAL REPORTADO EN TC2
191716,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191756,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191794,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191838,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191854,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191866,'2023-FEB',MAL REPORTADO EN TC2
191880,'2023-FEB',8 [8-PREDIO DESOCUPADO SIN LECTU]
191930,'2023-FEB',MAL REPORTADO EN TC2
191932,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191946,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
191998,'2023-FEB',6 [6-PREDIO DESOCUPADO CON LECTU]
192142,'2023-FEB',MAL REPORTADO EN TC2
192152,'2023-FEB',MAL REPORTADO EN TC2
192280,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
192290,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
192300,'2023-FEB',99 [99-LECTURA CONFIRMADA]
192312,'2023-FEB',MAL REPORTADO EN TC2
192316,'2023-FEB',MAL REPORTADO EN TC2
192318,'2023-FEB',MAL REPORTADO EN TC2
192322,'2023-FEB',MAL REPORTADO EN TC2
192324,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
192330,'2023-FEB',MAL REPORTADO EN TC2
192332,'2023-FEB',MAL REPORTADO EN TC2
192334,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
192342,'2023-FEB',MAL REPORTADO EN TC2
192344,'2023-FEB',MAL REPORTADO EN TC2
192348,'2023-FEB',MAL REPORTADO EN TC2
192350,'2023-FEB',MAL REPORTADO EN TC2
192354,'2023-FEB',MAL REPORTADO EN TC2
192360,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
192362,'2023-FEB',MAL REPORTADO EN TC2
192364,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
192370,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
192372,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
192376,'2023-FEB',MAL REPORTADO EN TC2
192382,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
192388,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
192392,'2023-FEB',MAL REPORTADO EN TC2
192394,'2023-FEB',MAL REPORTADO EN TC2
195570,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
197530,'2023-FEB',MAL REPORTADO EN TC2
197598,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
197616,'2023-FEB',SIN DESVIACION SIGNIFICATIVA
