NUI,Date,Value
8547967,'2022-NOV',18 [18-DISPLAY APAGADO O DESPROGRA]
8548191,'2022-NOV',PARA REVISION
8548244,'2022-NOV',MAL REPORTADO EN TC2
8548264,'2022-NOV',SIN DESVIACION SIGNIFICATIVA
8548347,'2022-NOV',SIN DESVIACION SIGNIFICATIVA
8548378,'2022-NOV',MAL REPORTADO EN TC2
8548584,'2022-NOV',99 [99-LECTURA CONFIRMADA]
8548982,'2022-NOV',99 [99-LECTURA CONFIRMADA]
8549042,'2022-NOV',99 [99-LECTURA CONFIRMADA]
8549077,'2022-NOV',MAL REPORTADO EN TC2
8549200,'2022-NOV',99 [99-LECTURA CONFIRMADA]
8549281,'2022-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
8549575,'2022-NOV',PARA REVISION
8549581,'2022-NOV',PARA REVISION
8549735,'2022-NOV',MAL REPORTADO EN TC2
8549924,'2022-NOV',99 [99-LECTURA CONFIRMADA]
8549949,'2022-NOV',MAL REPORTADO EN TC2
8550071,'2022-NOV',MAL REPORTADO EN TC2
8550320,'2022-NOV',MAL REPORTADO EN TC2
8550455,'2022-NOV',MAL REPORTADO EN TC2
8550515,'2022-NOV',PARA REVISION
8550590,'2022-NOV',SIN DESVIACION SIGNIFICATIVA
8550592,'2022-NOV',MAL REPORTADO EN TC2
8550885,'2022-NOV',MAL REPORTADO EN TC2
8551046,'2022-NOV',MAL REPORTADO EN TC2
8551106,'2022-NOV',MAL REPORTADO EN TC2
8551108,'2022-NOV',MAL REPORTADO EN TC2
8551168,'2022-NOV',99 [99-LECTURA CONFIRMADA]
8551172,'2022-NOV',99 [99-LECTURA CONFIRMADA]
8551197,'2022-NOV',SIN DESVIACION SIGNIFICATIVA
8551214,'2022-NOV',PARA REVISION
8551365,'2022-NOV',MAL REPORTADO EN TC2
8551399,'2022-NOV',38 [38-ORDEN MAL UBICADO]
8551411,'2022-NOV',99 [99-LECTURA CONFIRMADA]
8551566,'2022-NOV',SIN DESVIACION SIGNIFICATIVA
8551608,'2022-NOV',99 [99-LECTURA CONFIRMADA]
8551650,'2022-NOV',SIN DESVIACION SIGNIFICATIVA
8551712,'2022-NOV',SIN DESVIACION SIGNIFICATIVA
8551758,'2022-NOV',SIN DESVIACION SIGNIFICATIVA
8551889,'2022-NOV',99 [99-LECTURA CONFIRMADA]
8551901,'2022-NOV',MAL REPORTADO EN TC2
8551905,'2022-NOV',SIN DESVIACION SIGNIFICATIVA
8552001,'2022-NOV',MAL REPORTADO EN TC2
8552005,'2022-NOV',MAL REPORTADO EN TC2
8552340,'2022-NOV',PARA REVISION
8552388,'2022-NOV',99 [99-LECTURA CONFIRMADA]
8552438,'2022-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
8552513,'2022-NOV',MAL REPORTADO EN TC2
8552598,'2022-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
8552656,'2022-NOV',SIN DESVIACION SIGNIFICATIVA
8552778,'2022-NOV',SIN DESVIACION SIGNIFICATIVA
8552788,'2022-NOV',MAL REPORTADO EN TC2
8552803,'2022-NOV',32 [32-NO HAY ACCESO AL MEDIDOR]
8552808,'2022-NOV',MAL REPORTADO EN TC2
8552909,'2022-NOV',MAL REPORTADO EN TC2
8553080,'2022-NOV',SIN DESVIACION SIGNIFICATIVA
8553252,'2022-NOV',MAL REPORTADO EN TC2
8553640,'2022-NOV',MAL REPORTADO EN TC2
8553647,'2022-NOV',PARA REVISION
8553801,'2022-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
8553839,'2022-NOV',PARA REVISION
8553861,'2022-NOV',MAL REPORTADO EN TC2
8553866,'2022-NOV',PARA REVISION
8554015,'2022-NOV',MAL REPORTADO EN TC2
8554288,'2022-NOV',MAL REPORTADO EN TC2
8554338,'2022-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
8554343,'2022-NOV',MAL REPORTADO EN TC2
8554429,'2022-NOV',MAL REPORTADO EN TC2
8554457,'2022-NOV',MAL REPORTADO EN TC2
8554538,'2022-NOV',99 [99-LECTURA CONFIRMADA]
8554540,'2022-NOV',MAL REPORTADO EN TC2
8554592,'2022-NOV',MAL REPORTADO EN TC2
8554595,'2022-NOV',MAL REPORTADO EN TC2
8554626,'2022-NOV',MAL REPORTADO EN TC2
8554648,'2022-NOV',32 [32-NO HAY ACCESO AL MEDIDOR]
8554651,'2022-NOV',MAL REPORTADO EN TC2
8554656,'2022-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
8554720,'2022-NOV',PARA REVISION
8554740,'2022-NOV',MAL REPORTADO EN TC2
8554750,'2022-NOV',MAL REPORTADO EN TC2
8554754,'2022-NOV',MAL REPORTADO EN TC2
8554761,'2022-NOV',MAL REPORTADO EN TC2
8554773,'2022-NOV',MAL REPORTADO EN TC2
8554795,'2022-NOV',MAL REPORTADO EN TC2
8554823,'2022-NOV',MAL REPORTADO EN TC2
8554826,'2022-NOV',MAL REPORTADO EN TC2
8554835,'2022-NOV',MAL REPORTADO EN TC2
8554836,'2022-NOV',MAL REPORTADO EN TC2
8554844,'2022-NOV',PARA REVISION
8554868,'2022-NOV',MAL REPORTADO EN TC2
8554878,'2022-NOV',MAL REPORTADO EN TC2
8554887,'2022-NOV',99 [99-LECTURA CONFIRMADA]
8554893,'2022-NOV',MAL REPORTADO EN TC2
8554922,'2022-NOV',MAL REPORTADO EN TC2
8554962,'2022-NOV',MAL REPORTADO EN TC2
8554981,'2022-NOV',MAL REPORTADO EN TC2
8554982,'2022-NOV',MAL REPORTADO EN TC2
8554983,'2022-NOV',MAL REPORTADO EN TC2
8554997,'2022-NOV',MAL REPORTADO EN TC2
8554998,'2022-NOV',MAL REPORTADO EN TC2
8555052,'2022-NOV',MAL REPORTADO EN TC2
8555079,'2022-NOV',MAL REPORTADO EN TC2
8555080,'2022-NOV',MAL REPORTADO EN TC2
8555082,'2022-NOV',MAL REPORTADO EN TC2
8555083,'2022-NOV',MAL REPORTADO EN TC2
8555084,'2022-NOV',MAL REPORTADO EN TC2
8555085,'2022-NOV',MAL REPORTADO EN TC2
8555089,'2022-NOV',MAL REPORTADO EN TC2
8555110,'2022-NOV',MAL REPORTADO EN TC2
8555153,'2022-NOV',MAL REPORTADO EN TC2
8555202,'2022-NOV',MAL REPORTADO EN TC2
8555204,'2022-NOV',MAL REPORTADO EN TC2
8555223,'2022-NOV',MAL REPORTADO EN TC2
8555250,'2022-NOV',MAL REPORTADO EN TC2
8555258,'2022-NOV',MAL REPORTADO EN TC2
8555269,'2022-NOV',MAL REPORTADO EN TC2
8555272,'2022-NOV',MAL REPORTADO EN TC2
8555281,'2022-NOV',MAL REPORTADO EN TC2
8555351,'2022-NOV',MAL REPORTADO EN TC2
8555366,'2022-NOV',MAL REPORTADO EN TC2
8555368,'2022-NOV',MAL REPORTADO EN TC2
8555378,'2022-NOV',6 [6-PREDIO DESOCUPADO CON LECTU]
8555379,'2022-NOV',MAL REPORTADO EN TC2
8555380,'2022-NOV',MAL REPORTADO EN TC2
8555381,'2022-NOV',MAL REPORTADO EN TC2
8555382,'2022-NOV',MAL REPORTADO EN TC2
8555383,'2022-NOV',MAL REPORTADO EN TC2
8555385,'2022-NOV',MAL REPORTADO EN TC2
8555389,'2022-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
8555513,'2022-NOV',SIN DESVIACION SIGNIFICATIVA
8555518,'2022-NOV',MAL REPORTADO EN TC2
8555525,'2022-NOV',MAL REPORTADO EN TC2
8555658,'2022-NOV',MAL REPORTADO EN TC2
8555678,'2022-NOV',MAL REPORTADO EN TC2
8555694,'2022-NOV',MAL REPORTADO EN TC2
8555699,'2022-NOV',MAL REPORTADO EN TC2
8555701,'2022-NOV',MAL REPORTADO EN TC2
8555703,'2022-NOV',MAL REPORTADO EN TC2
8555724,'2022-NOV',MAL REPORTADO EN TC2
8555839,'2022-NOV',SIN DESVIACION SIGNIFICATIVA
8555848,'2022-NOV',38 [38-ORDEN MAL UBICADO]
8555937,'2022-NOV',MAL REPORTADO EN TC2
8556005,'2022-NOV',SIN DESVIACION SIGNIFICATIVA
8556018,'2022-NOV',MAL REPORTADO EN TC2
8556117,'2022-NOV',PARA REVISION
8556158,'2022-NOV',SIN DESVIACION SIGNIFICATIVA
8556226,'2022-NOV',MAL REPORTADO EN TC2
8556271,'2022-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
8556623,'2022-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
8556695,'2022-NOV',MAL REPORTADO EN TC2
8556751,'2022-NOV',PARA REVISION
8556884,'2022-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
8557021,'2022-NOV',99 [99-LECTURA CONFIRMADA]
8557132,'2022-NOV',99 [99-LECTURA CONFIRMADA]
8557167,'2022-NOV',SIN DESVIACION SIGNIFICATIVA
8557390,'2022-NOV',SIN DESVIACION SIGNIFICATIVA
8557530,'2022-NOV',38 [38-ORDEN MAL UBICADO]
100096,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
100152,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
100666,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
100740,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
100978,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
101406,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
101490,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
101526,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
101548,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
101668,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
101684,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
102024,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
102220,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
102444,'2022-DEC',PARA REVISION
102878,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
103212,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
104126,'2022-DEC',PARA REVISION
104642,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
104912,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
104918,'2022-DEC',8 [8-PREDIO DESOCUPADO SIN LECTU]
104924,'2022-DEC',PARA REVISION
105026,'2022-DEC',13 [13-MEDIDOR VOLTEADO O DESCOLG]
105850,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
106678,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
106786,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
106788,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
106862,'2022-DEC',PARA REVISION
106944,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
107118,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
107132,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
107184,'2022-DEC',MAL REPORTADO EN TC2
107350,'2022-DEC',13 [13-MEDIDOR VOLTEADO O DESCOLG]
107442,'2022-DEC',9 [9-DOBLE MATRICULA CON CEDENAR]
108404,'2022-DEC',MAL REPORTADO EN TC2
108444,'2022-DEC',MAL REPORTADO EN TC2
108754,'2022-DEC',11 [11-MEDIDOR NO REGISTRADO]
108808,'2022-DEC',MAL REPORTADO EN TC2
108882,'2022-DEC',16 [16-MEDIDOR DANADO]
109150,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
109166,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
109294,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
109328,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
110040,'2022-DEC',MAL REPORTADO EN TC2
110422,'2022-DEC',13 [13-MEDIDOR VOLTEADO O DESCOLG]
112202,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
112486,'2022-DEC',13 [13-MEDIDOR VOLTEADO O DESCOLG]
112528,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
112928,'2022-DEC',MAL REPORTADO EN TC2
113066,'2022-DEC',PARA REVISION
113078,'2022-DEC',PARA REVISION
113154,'2022-DEC',MAL REPORTADO EN TC2
113196,'2022-DEC',MAL REPORTADO EN TC2
113228,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
113230,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
113234,'2022-DEC',4 [4-PREDIO - DEMOLIDO O ABAND]
113444,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
113786,'2022-DEC',MAL REPORTADO EN TC2
113788,'2022-DEC',MAL REPORTADO EN TC2
118760,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
118762,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
118868,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
118880,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
118952,'2022-DEC',MAL REPORTADO EN TC2
118996,'2022-DEC',PARA REVISION
119036,'2022-DEC',MAL REPORTADO EN TC2
119082,'2022-DEC',4 [4-PREDIO - DEMOLIDO O ABAND]
119226,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
119280,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
119616,'2022-DEC',PARA REVISION
120022,'2022-DEC',PARA REVISION
120426,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
120462,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
121402,'2022-DEC',MAL REPORTADO EN TC2
124046,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
125824,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
126508,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
126510,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
126688,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
127080,'2022-DEC',MAL REPORTADO EN TC2
132172,'2022-DEC',MAL REPORTADO EN TC2
136100,'2022-DEC',PARA REVISION
136270,'2022-DEC',MAL REPORTADO EN TC2
136856,'2022-DEC',MAL REPORTADO EN TC2
137748,'2022-DEC',MAL REPORTADO EN TC2
137952,'2022-DEC',MAL REPORTADO EN TC2
138006,'2022-DEC',MAL REPORTADO EN TC2
138026,'2022-DEC',PARA REVISION
138072,'2022-DEC',MAL REPORTADO EN TC2
138170,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
138214,'2022-DEC',8 [8-PREDIO DESOCUPADO SIN LECTU]
138480,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
138694,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
138756,'2022-DEC',MAL REPORTADO EN TC2
139386,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
139432,'2022-DEC',MAL REPORTADO EN TC2
139442,'2022-DEC',MAL REPORTADO EN TC2
141622,'2022-DEC',PARA REVISION
141772,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
142382,'2022-DEC',MAL REPORTADO EN TC2
142444,'2022-DEC',PARA REVISION
144690,'2022-DEC',PARA REVISION
144808,'2022-DEC',MAL REPORTADO EN TC2
145350,'2022-DEC',MAL REPORTADO EN TC2
146612,'2022-DEC',MAL REPORTADO EN TC2
146670,'2022-DEC',99 [99-LECTURA CONFIRMADA]
146678,'2022-DEC',MAL REPORTADO EN TC2
146740,'2022-DEC',PARA REVISION
147020,'2022-DEC',MAL REPORTADO EN TC2
147336,'2022-DEC',MAL REPORTADO EN TC2
147516,'2022-DEC',MAL REPORTADO EN TC2
147650,'2022-DEC',PARA REVISION
147914,'2022-DEC',PARA REVISION
147916,'2022-DEC',PARA REVISION
147974,'2022-DEC',MAL REPORTADO EN TC2
149162,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
149580,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
149666,'2022-DEC',MAL REPORTADO EN TC2
149822,'2022-DEC',MAL REPORTADO EN TC2
150106,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
150982,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
151272,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
151406,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
151414,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
151470,'2022-DEC',MAL REPORTADO EN TC2
151572,'2022-DEC',MAL REPORTADO EN TC2
151628,'2022-DEC',4 [4-PREDIO - DEMOLIDO O ABAND]
151736,'2022-DEC',16 [16-MEDIDOR DANADO]
151842,'2022-DEC',MAL REPORTADO EN TC2
152138,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
153272,'2022-DEC',MAL REPORTADO EN TC2
154642,'2022-DEC',PARA REVISION
155010,'2022-DEC',MAL REPORTADO EN TC2
155116,'2022-DEC',MAL REPORTADO EN TC2
155166,'2022-DEC',PARA REVISION
155556,'2022-DEC',99 [99-LECTURA CONFIRMADA]
155726,'2022-DEC',4 [4-PREDIO - DEMOLIDO O ABAND]
155856,'2022-DEC',4 [4-PREDIO - DEMOLIDO O ABAND]
156170,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
156174,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
156242,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
156792,'2022-DEC',8 [8-PREDIO DESOCUPADO SIN LECTU]
157552,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
157562,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
157568,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
157576,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
157670,'2022-DEC',99 [99-LECTURA CONFIRMADA]
157678,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
157694,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
157744,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
157776,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
157784,'2022-DEC',MAL REPORTADO EN TC2
157822,'2022-DEC',MAL REPORTADO EN TC2
157996,'2022-DEC',99 [99-LECTURA CONFIRMADA]
158154,'2022-DEC',8 [8-PREDIO DESOCUPADO SIN LECTU]
158470,'2022-DEC',PARA REVISION
158532,'2022-DEC',16 [16-MEDIDOR DANADO]
159536,'2022-DEC',MAL REPORTADO EN TC2
159672,'2022-DEC',4 [4-PREDIO - DEMOLIDO O ABAND]
159732,'2022-DEC',32 [32-NO HAY ACCESO AL MEDIDOR]
159744,'2022-DEC',MAL REPORTADO EN TC2
159754,'2022-DEC',32 [32-NO HAY ACCESO AL MEDIDOR]
159768,'2022-DEC',32 [32-NO HAY ACCESO AL MEDIDOR]
159772,'2022-DEC',MAL REPORTADO EN TC2
159774,'2022-DEC',32 [32-NO HAY ACCESO AL MEDIDOR]
159820,'2022-DEC',99 [99-LECTURA CONFIRMADA]
159856,'2022-DEC',MAL REPORTADO EN TC2
159890,'2022-DEC',99 [99-LECTURA CONFIRMADA]
159938,'2022-DEC',7 [7-EXTREMADAMENTE ALTO]
159942,'2022-DEC',MAL REPORTADO EN TC2
159966,'2022-DEC',99 [99-LECTURA CONFIRMADA]
160342,'2022-DEC',8 [8-PREDIO DESOCUPADO SIN LECTU]
160350,'2022-DEC',8 [8-PREDIO DESOCUPADO SIN LECTU]
160444,'2022-DEC',8 [8-PREDIO DESOCUPADO SIN LECTU]
160502,'2022-DEC',MAL REPORTADO EN TC2
161024,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
161358,'2022-DEC',MAL REPORTADO EN TC2
161402,'2022-DEC',8 [8-PREDIO DESOCUPADO SIN LECTU]
161530,'2022-DEC',8 [8-PREDIO DESOCUPADO SIN LECTU]
161900,'2022-DEC',MAL REPORTADO EN TC2
161910,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
161980,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
162010,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
162038,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
162060,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
162084,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
162100,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
162126,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
162164,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
162460,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
162468,'2022-DEC',PARA REVISION
163080,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
163552,'2022-DEC',8 [8-PREDIO DESOCUPADO SIN LECTU]
163668,'2022-DEC',4 [4-PREDIO - DEMOLIDO O ABAND]
165940,'2022-DEC',8 [8-PREDIO DESOCUPADO SIN LECTU]
166804,'2022-DEC',8 [8-PREDIO DESOCUPADO SIN LECTU]
168402,'2022-DEC',99 [99-LECTURA CONFIRMADA]
168430,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
168470,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
168562,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
168630,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
168650,'2022-DEC',MAL REPORTADO EN TC2
168684,'2022-DEC',MAL REPORTADO EN TC2
168700,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
168812,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
168818,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
168836,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
168852,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
168856,'2022-DEC',24 [24-SERV SUSPENDIDO SIN MEDIDO]
168878,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
168908,'2022-DEC',PARA REVISION
168934,'2022-DEC',4 [4-PREDIO - DEMOLIDO O ABAND]
168942,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
168954,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
169018,'2022-DEC',8 [8-PREDIO DESOCUPADO SIN LECTU]
169052,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
169086,'2022-DEC',MAL REPORTADO EN TC2
169092,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
169106,'2022-DEC',MAL REPORTADO EN TC2
169130,'2022-DEC',MAL REPORTADO EN TC2
169182,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
169212,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
169276,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
169284,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
169290,'2022-DEC',MAL REPORTADO EN TC2
169428,'2022-DEC',8 [8-PREDIO DESOCUPADO SIN LECTU]
169458,'2022-DEC',8 [8-PREDIO DESOCUPADO SIN LECTU]
169508,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
169510,'2022-DEC',MAL REPORTADO EN TC2
169520,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
169560,'2022-DEC',MAL REPORTADO EN TC2
169618,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
169638,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
169698,'2022-DEC',99 [99-LECTURA CONFIRMADA]
169732,'2022-DEC',MAL REPORTADO EN TC2
169734,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
176944,'2022-DEC',4 [4-PREDIO - DEMOLIDO O ABAND]
177454,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
177468,'2022-DEC',MAL REPORTADO EN TC2
177482,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
177492,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
177546,'2022-DEC',MAL REPORTADO EN TC2
177550,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
177556,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
177606,'2022-DEC',MAL REPORTADO EN TC2
177610,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
177618,'2022-DEC',MAL REPORTADO EN TC2
177620,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
177652,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
177688,'2022-DEC',MAL REPORTADO EN TC2
177730,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
177754,'2022-DEC',MAL REPORTADO EN TC2
177792,'2022-DEC',MAL REPORTADO EN TC2
177796,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
177798,'2022-DEC',MAL REPORTADO EN TC2
177854,'2022-DEC',MAL REPORTADO EN TC2
177856,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
177896,'2022-DEC',99 [99-LECTURA CONFIRMADA]
177916,'2022-DEC',MAL REPORTADO EN TC2
178020,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
178028,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
178056,'2022-DEC',99 [99-LECTURA CONFIRMADA]
178090,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
178108,'2022-DEC',MAL REPORTADO EN TC2
178154,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
178160,'2022-DEC',MAL REPORTADO EN TC2
178192,'2022-DEC',MAL REPORTADO EN TC2
178204,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
178256,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
178276,'2022-DEC',99 [99-LECTURA CONFIRMADA]
178286,'2022-DEC',PARA REVISION
178500,'2022-DEC',MAL REPORTADO EN TC2
178558,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
178572,'2022-DEC',MAL REPORTADO EN TC2
178590,'2022-DEC',MAL REPORTADO EN TC2
178616,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
178634,'2022-DEC',MAL REPORTADO EN TC2
180926,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
180940,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
180950,'2022-DEC',MAL REPORTADO EN TC2
180960,'2022-DEC',PARA REVISION
181014,'2022-DEC',MAL REPORTADO EN TC2
181050,'2022-DEC',MAL REPORTADO EN TC2
181198,'2022-DEC',MAL REPORTADO EN TC2
181262,'2022-DEC',MAL REPORTADO EN TC2
181482,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
181494,'2022-DEC',21 [21-MEDIDOR DESCONECT SIN SERV]
181600,'2022-DEC',99 [99-LECTURA CONFIRMADA]
181606,'2022-DEC',MAL REPORTADO EN TC2
181650,'2022-DEC',99 [99-LECTURA CONFIRMADA]
181660,'2022-DEC',MAL REPORTADO EN TC2
181716,'2022-DEC',32 [32-NO HAY ACCESO AL MEDIDOR]
181970,'2022-DEC',MAL REPORTADO EN TC2
182000,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
182012,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
182034,'2022-DEC',MAL REPORTADO EN TC2
182046,'2022-DEC',MAL REPORTADO EN TC2
182152,'2022-DEC',SIN DESVIACION SIGNIFICATIVA
182164,'2022-DEC',MAL REPORTADO EN TC2
182166,'2022-DEC',MAL REPORTADO EN TC2
182234,'2022-DEC',MAL REPORTADO EN TC2
182246,'2022-DEC',MAL REPORTADO EN TC2
182270,'2022-DEC',32 [32-NO HAY ACCESO AL MEDIDOR]
182278,'2022-DEC',99 [99-LECTURA CONFIRMADA]
182292,'2022-DEC',MAL REPORTADO EN TC2
182342,'2022-DEC',99 [99-LECTURA CONFIRMADA]
182346,'2022-DEC',99 [99-LECTURA CONFIRMADA]
182348,'2022-DEC',99 [99-LECTURA CONFIRMADA]
