NUI;year;mes;Value;ValueNum
455262;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
455362;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
457934;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
458176;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
459180;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
466244;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
466316;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
466476;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
467544;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
467632;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
472854;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
473894;2023;MAR;16 [16-MEDIDOR DANADO];16
475236;2023;MAR;13 [13-MEDIDOR VOLTEADO O DESCOLG];13
505636;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
513377;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
526762;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
527304;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
528501;2023;MAR;13 [13-MEDIDOR VOLTEADO O DESCOLG];13
529785;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
529979;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
530049;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
531587;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
532805;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
533147;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
533427;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
536007;2023;MAR;37 [37-SIN SELLOS EN TAPA BORNERA];37
536243;2023;MAR;16 [16-MEDIDOR DANADO];16
537625;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
541130;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
545207;2023;MAR;16 [16-MEDIDOR DANADO];16
546697;2023;MAR;13 [13-MEDIDOR VOLTEADO O DESCOLG];13
546769;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
550558;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
550560;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
550574;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
550576;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
550578;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
552286;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
552684;2023;MAR;16 [16-MEDIDOR DANADO];16
553198;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
555068;2023;MAR;13 [13-MEDIDOR VOLTEADO O DESCOLG];13
557199;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
558976;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
560122;2023;MAR;16 [16-MEDIDOR DANADO];16
560528;2023;MAR;16 [16-MEDIDOR DANADO];16
562005;2023;MAR;13 [13-MEDIDOR VOLTEADO O DESCOLG];13
562061;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
562856;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
562961;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
562965;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
562968;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
563002;2023;MAR;16 [16-MEDIDOR DANADO];16
564913;2023;MAR;16 [16-MEDIDOR DANADO];16
566412;2023;MAR;18 [18-DISPLAY APAGADO O DESPROGRA];18
567938;2023;MAR;38 [38-ORDEN MAL UBICADO];38
569184;2023;MAR;16 [16-MEDIDOR DANADO];16
571172;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
573585;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
577489;2023;MAR;16 [16-MEDIDOR DANADO];16
583841;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
583900;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
590845;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
595778;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
595788;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
595862;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
599032;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
599681;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
604945;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
606796;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
607727;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
607767;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
607781;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
607783;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
607785;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
607787;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
607789;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
607845;2023;MAR;16 [16-MEDIDOR DANADO];16
609295;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
609555;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
610964;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
618620;2023;MAR;13 [13-MEDIDOR VOLTEADO O DESCOLG];13
619112;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
624963;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
627312;2023;MAR;38 [38-ORDEN MAL UBICADO];38
628257;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
628259;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
628261;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
628263;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
628265;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
628267;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
628269;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
628273;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
628277;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
628281;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
628285;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
628287;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
628289;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
628291;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
628293;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
628295;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
628303;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
628309;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
628311;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
628313;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
628315;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
628317;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
628319;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
628321;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
628325;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
628329;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
628790;2023;MAR;16 [16-MEDIDOR DANADO];16
629357;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
630430;2023;MAR;13 [13-MEDIDOR VOLTEADO O DESCOLG];13
633509;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
640347;2023;MAR;16 [16-MEDIDOR DANADO];16
640906;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
642695;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
642701;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1003413;2023;MAR;33 [33-DOBLE MATRIC CON OTRO COMER];33
1004097;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1005860;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1006233;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
1006236;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1006244;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
1006459;2023;MAR;16 [16-MEDIDOR DANADO];16
1007152;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
1007378;2023;MAR;16 [16-MEDIDOR DANADO];16
1007944;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
1009309;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1011359;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1011547;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1013028;2023;MAR;18 [18-DISPLAY APAGADO O DESPROGRA];18
1016090;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1016837;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
1020116;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1020148;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1020181;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1021127;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1022139;2023;MAR;16 [16-MEDIDOR DANADO];16
1022616;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1022632;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1022674;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1022704;2023;MAR;16 [16-MEDIDOR DANADO];16
1023036;2023;MAR;16 [16-MEDIDOR DANADO];16
1023206;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1023271;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1025069;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
1025360;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1025462;2023;MAR;16 [16-MEDIDOR DANADO];16
1025567;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
1026217;2023;MAR;16 [16-MEDIDOR DANADO];16
1026868;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1026895;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1026911;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1028399;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1028401;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1028404;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1028405;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1028429;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1028439;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
1031883;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1033073;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
1033316;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1033322;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1033458;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1033487;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1033833;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1033870;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1034013;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1034416;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1034801;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1034803;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1034804;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1034805;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1034807;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1034808;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1034809;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1034810;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1034811;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1034813;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1034816;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1034818;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1034819;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1034820;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1034822;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1034823;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1034824;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1034825;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1034826;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1034827;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1034828;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1035299;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1036124;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
1036434;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1036469;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1036689;2023;MAR;16 [16-MEDIDOR DANADO];16
1037604;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1041878;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1041886;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1041958;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1041959;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1041962;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1041964;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1041984;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1041986;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1041987;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1041996;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1042001;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1042007;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1042010;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1042014;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
1042667;2023;MAR;18 [18-DISPLAY APAGADO O DESPROGRA];18
1043043;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1046328;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1046523;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1046530;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1046533;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1046535;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1046537;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1048374;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1050965;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1051481;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1052513;2023;MAR;13 [13-MEDIDOR VOLTEADO O DESCOLG];13
1053113;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1054849;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1056263;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1056658;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1057800;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1061399;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1062064;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
1062903;2023;MAR;38 [38-ORDEN MAL UBICADO];38
1063456;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1066179;2023;MAR;13 [13-MEDIDOR VOLTEADO O DESCOLG];13
1066564;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1066937;2023;MAR;16 [16-MEDIDOR DANADO];16
1069057;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1069129;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1069494;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1069564;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1070468;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1070800;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1071088;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1071416;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1075727;2023;MAR;16 [16-MEDIDOR DANADO];16
1081119;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1081503;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1081605;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1081671;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1082215;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1083777;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1083895;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1083908;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
1084051;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1084533;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1085162;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1087046;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1087266;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1087477;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1088086;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1088087;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1088870;2023;MAR;16 [16-MEDIDOR DANADO];16
1089708;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1092669;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1092677;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1092684;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1093351;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1093422;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1093439;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1094088;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1094521;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
1094817;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1095222;2023;MAR;16 [16-MEDIDOR DANADO];16
1095240;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1095319;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1095328;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1095503;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1097336;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1099740;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1100879;2023;MAR;13 [13-MEDIDOR VOLTEADO O DESCOLG];13
1100899;2023;MAR;16 [16-MEDIDOR DANADO];16
1100914;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
1100966;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1101954;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1105022;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
1106052;2023;MAR;16 [16-MEDIDOR DANADO];16
1107120;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1107989;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1108813;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1110490;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
1111044;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1111414;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1111805;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1111971;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1111978;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1111983;2023;MAR;16 [16-MEDIDOR DANADO];16
1111985;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1116792;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1116807;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1116810;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1116811;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1116832;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1116893;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1116928;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
1117099;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1117114;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1117116;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1117125;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1117153;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1117179;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1117198;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1118307;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1120965;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1124124;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1124721;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1124742;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1125035;2023;MAR;18 [18-DISPLAY APAGADO O DESPROGRA];18
1125801;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1127152;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1127473;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1129795;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1132816;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1134328;2023;MAR;16 [16-MEDIDOR DANADO];16
1134606;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1135536;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1138025;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1138826;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
1140597;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1141153;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1144072;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1146685;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1148722;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1150918;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1153678;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
1155755;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1158655;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1158698;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1159649;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1163785;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1165224;2023;MAR;16 [16-MEDIDOR DANADO];16
1165298;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1165738;2023;MAR;16 [16-MEDIDOR DANADO];16
1165840;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1167767;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1168102;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1170833;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1173271;2023;MAR;16 [16-MEDIDOR DANADO];16
1174354;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1174497;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1175109;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1175962;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1176685;2023;MAR;16 [16-MEDIDOR DANADO];16
1177391;2023;MAR;16 [16-MEDIDOR DANADO];16
1178210;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1183166;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1183211;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1183457;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1187904;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1188505;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1193231;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1197543;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1198784;2023;MAR;10 [10-MEDIDOR INEXISTENTE O DESC];10
1199393;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1200873;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1200905;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1203727;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1204335;2023;MAR;16 [16-MEDIDOR DANADO];16
1204355;2023;MAR;7 [7-EXTREMADAMENTE ALTO];7
1205619;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1205865;2023;MAR;16 [16-MEDIDOR DANADO];16
1207647;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1207889;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1209172;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1209653;2023;MAR;19 [19-REGISTRADOR NO VISIBLE];19
1211408;2023;MAR;16 [16-MEDIDOR DANADO];16
1211586;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1212828;2023;MAR;18 [18-DISPLAY APAGADO O DESPROGRA];18
1212855;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1215562;2023;MAR;11 [11-MEDIDOR NO REGISTRADO];11
1220304;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1224514;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1225964;2023;MAR;38 [38-ORDEN MAL UBICADO];38
1228643;2023;MAR;16 [16-MEDIDOR DANADO];16
1229238;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1232519;2023;MAR;21 [21-MEDIDOR DESCONECT SIN SERV];21
1235362;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1235717;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1235846;2023;MAR;18 [18-DISPLAY APAGADO O DESPROGRA];18
1236746;2023;MAR;32 [32-NO HAY ACCESO AL MEDIDOR];32
1237533;2023;MAR;16 [16-MEDIDOR DANADO];16
