NUI;year;mes;Value;ValueNum
109394;2022;NOV;11 [11-MEDIDOR NO REGISTRADO];11
109822;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
110856;2022;NOV;11 [11-MEDIDOR NO REGISTRADO];11
111204;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
111494;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
114186;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
114194;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
114204;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
114672;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
114734;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
115056;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
115064;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
116586;2022;NOV;10 [10-MEDIDOR INEXISTENTE O DESC];10
116728;2022;NOV;16 [16-MEDIDOR DANADO];16
116738;2022;NOV;16 [16-MEDIDOR DANADO];16
117078;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
118430;2022;NOV;16 [16-MEDIDOR DANADO];16
118868;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
118880;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
121836;2022;NOV;16 [16-MEDIDOR DANADO];16
124250;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
126188;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
126508;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
128998;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
129354;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
130324;2022;NOV;16 [16-MEDIDOR DANADO];16
131936;2022;NOV;13 [13-MEDIDOR VOLTEADO O DESCOLG];13
132588;2022;NOV;19 [19-REGISTRADOR NO VISIBLE];19
133110;2022;NOV;16 [16-MEDIDOR DANADO];16
133324;2022;NOV;10 [10-MEDIDOR INEXISTENTE O DESC];10
133794;2022;NOV;16 [16-MEDIDOR DANADO];16
135080;2022;NOV;10 [10-MEDIDOR INEXISTENTE O DESC];10
137450;2022;NOV;16 [16-MEDIDOR DANADO];16
138162;2022;NOV;10 [10-MEDIDOR INEXISTENTE O DESC];10
142702;2022;NOV;16 [16-MEDIDOR DANADO];16
145684;2022;NOV;16 [16-MEDIDOR DANADO];16
147412;2022;NOV;13 [13-MEDIDOR VOLTEADO O DESCOLG];13
148102;2022;NOV;19 [19-REGISTRADOR NO VISIBLE];19
149162;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
150162;2022;NOV;16 [16-MEDIDOR DANADO];16
150706;2022;NOV;16 [16-MEDIDOR DANADO];16
150982;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
151272;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
157576;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
157772;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
159288;2022;NOV;18 [18-DISPLAY APAGADO O DESPROGRA];18
159772;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
161900;2022;NOV;7 [7-EXTREMADAMENTE ALTO];7
161980;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
162010;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
162126;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
164794;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
164864;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
167130;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
167230;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
167298;2022;NOV;13 [13-MEDIDOR VOLTEADO O DESCOLG];13
167336;2022;NOV;10 [10-MEDIDOR INEXISTENTE O DESC];10
167346;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
167354;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
167358;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
167416;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
167476;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
167512;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
167724;2022;NOV;18 [18-DISPLAY APAGADO O DESPROGRA];18
167824;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
167908;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
167942;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
168268;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
169578;2022;NOV;16 [16-MEDIDOR DANADO];16
174638;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
181170;2022;NOV;19 [19-REGISTRADOR NO VISIBLE];19
181494;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
182246;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
182270;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
182394;2022;NOV;7 [7-EXTREMADAMENTE ALTO];7
182486;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
182554;2022;NOV;18 [18-DISPLAY APAGADO O DESPROGRA];18
182596;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
182832;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
183064;2022;NOV;10 [10-MEDIDOR INEXISTENTE O DESC];10
183098;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
183244;2022;NOV;18 [18-DISPLAY APAGADO O DESPROGRA];18
183250;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
183416;2022;NOV;10 [10-MEDIDOR INEXISTENTE O DESC];10
183778;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
183860;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
184198;2022;NOV;7 [7-EXTREMADAMENTE ALTO];7
184392;2022;NOV;19 [19-REGISTRADOR NO VISIBLE];19
184402;2022;NOV;19 [19-REGISTRADOR NO VISIBLE];19
184490;2022;NOV;18 [18-DISPLAY APAGADO O DESPROGRA];18
184636;2022;NOV;19 [19-REGISTRADOR NO VISIBLE];19
184706;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
184922;2022;NOV;10 [10-MEDIDOR INEXISTENTE O DESC];10
184972;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
186530;2022;NOV;16 [16-MEDIDOR DANADO];16
187564;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
187670;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
190148;2022;NOV;16 [16-MEDIDOR DANADO];16
190696;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
190866;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
190976;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
191364;2022;NOV;10 [10-MEDIDOR INEXISTENTE O DESC];10
191376;2022;NOV;10 [10-MEDIDOR INEXISTENTE O DESC];10
191408;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
191434;2022;NOV;7 [7-EXTREMADAMENTE ALTO];7
191762;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
191932;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
192178;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
192212;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
192226;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
192280;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
192284;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
192290;2022;NOV;7 [7-EXTREMADAMENTE ALTO];7
192296;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
192302;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
192350;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
197518;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
197566;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
197738;2022;NOV;7 [7-EXTREMADAMENTE ALTO];7
202168;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
202170;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
205090;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
205992;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
206404;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
206610;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
207308;2022;NOV;16 [16-MEDIDOR DANADO];16
208896;2022;NOV;16 [16-MEDIDOR DANADO];16
209896;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
210036;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
210038;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
210120;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
210318;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
210520;2022;NOV;11 [11-MEDIDOR NO REGISTRADO];11
210682;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
210766;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
210774;2022;NOV;16 [16-MEDIDOR DANADO];16
210792;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
210796;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
210798;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
210816;2022;NOV;16 [16-MEDIDOR DANADO];16
211546;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
211634;2022;NOV;16 [16-MEDIDOR DANADO];16
212256;2022;NOV;13 [13-MEDIDOR VOLTEADO O DESCOLG];13
212288;2022;NOV;13 [13-MEDIDOR VOLTEADO O DESCOLG];13
212824;2022;NOV;16 [16-MEDIDOR DANADO];16
214918;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
215424;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
219100;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
219682;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
220064;2022;NOV;16 [16-MEDIDOR DANADO];16
220096;2022;NOV;10 [10-MEDIDOR INEXISTENTE O DESC];10
220194;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
220284;2022;NOV;16 [16-MEDIDOR DANADO];16
220900;2022;NOV;19 [19-REGISTRADOR NO VISIBLE];19
221100;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
331450;2022;NOV;16 [16-MEDIDOR DANADO];16
335300;2022;NOV;10 [10-MEDIDOR INEXISTENTE O DESC];10
335620;2022;NOV;19 [19-REGISTRADOR NO VISIBLE];19
339610;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
340458;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
348738;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
349680;2022;NOV;19 [19-REGISTRADOR NO VISIBLE];19
398796;2022;NOV;16 [16-MEDIDOR DANADO];16
398936;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
404018;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
405130;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
406032;2022;NOV;16 [16-MEDIDOR DANADO];16
406770;2022;NOV;10 [10-MEDIDOR INEXISTENTE O DESC];10
409388;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
409396;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
411016;2022;NOV;7 [7-EXTREMADAMENTE ALTO];7
414484;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
414490;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
414500;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
414522;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
414524;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
414536;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
414540;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
416336;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
417072;2022;NOV;16 [16-MEDIDOR DANADO];16
418202;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
418376;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
419698;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
419704;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
421132;2022;NOV;16 [16-MEDIDOR DANADO];16
425368;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
438474;2022;NOV;19 [19-REGISTRADOR NO VISIBLE];19
439932;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
439984;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
443226;2022;NOV;16 [16-MEDIDOR DANADO];16
444646;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
447376;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
449496;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
449592;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
451718;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
453518;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
455302;2022;NOV;7 [7-EXTREMADAMENTE ALTO];7
455328;2022;NOV;18 [18-DISPLAY APAGADO O DESPROGRA];18
457686;2022;NOV;16 [16-MEDIDOR DANADO];16
457906;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
457922;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
458176;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
466476;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
467246;2022;NOV;10 [10-MEDIDOR INEXISTENTE O DESC];10
467622;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
469740;2022;NOV;16 [16-MEDIDOR DANADO];16
476682;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
505636;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
513377;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
530049;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
532805;2022;NOV;16 [16-MEDIDOR DANADO];16
533147;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
533427;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
534825;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
536077;2022;NOV;16 [16-MEDIDOR DANADO];16
537761;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
537819;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
537829;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
537837;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
537875;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
541486;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
545371;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
546769;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
547931;2022;NOV;13 [13-MEDIDOR VOLTEADO O DESCOLG];13
550325;2022;NOV;13 [13-MEDIDOR VOLTEADO O DESCOLG];13
551498;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
551594;2022;NOV;18 [18-DISPLAY APAGADO O DESPROGRA];18
551677;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
551879;2022;NOV;13 [13-MEDIDOR VOLTEADO O DESCOLG];13
555493;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
557272;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
558018;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
558040;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
562061;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
566820;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
567938;2022;NOV;38 [38-ORDEN MAL UBICADO];38
568886;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
571276;2022;NOV;16 [16-MEDIDOR DANADO];16
573531;2022;NOV;16 [16-MEDIDOR DANADO];16
575615;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
575811;2022;NOV;11 [11-MEDIDOR NO REGISTRADO];11
584294;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
589574;2022;NOV;13 [13-MEDIDOR VOLTEADO O DESCOLG];13
594816;2022;NOV;16 [16-MEDIDOR DANADO];16
599194;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
599681;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
604945;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
606762;2022;NOV;19 [19-REGISTRADOR NO VISIBLE];19
606796;2022;NOV;10 [10-MEDIDOR INEXISTENTE O DESC];10
607777;2022;NOV;16 [16-MEDIDOR DANADO];16
609295;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
609555;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
609579;2022;NOV;16 [16-MEDIDOR DANADO];16
609615;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
614928;2022;NOV;13 [13-MEDIDOR VOLTEADO O DESCOLG];13
619120;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
619128;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
619154;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
619158;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
619160;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
619416;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
621518;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
622555;2022;NOV;16 [16-MEDIDOR DANADO];16
622667;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
629353;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
629357;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
633509;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
633857;2022;NOV;13 [13-MEDIDOR VOLTEADO O DESCOLG];13
640264;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
640474;2022;NOV;10 [10-MEDIDOR INEXISTENTE O DESC];10
1001174;2022;NOV;16 [16-MEDIDOR DANADO];16
1003343;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1003413;2022;NOV;33 [33-DOBLE MATRIC CON OTRO COMER];33
1005860;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1005999;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1006233;2022;NOV;10 [10-MEDIDOR INEXISTENTE O DESC];10
1006236;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1006244;2022;NOV;16 [16-MEDIDOR DANADO];16
1007152;2022;NOV;16 [16-MEDIDOR DANADO];16
1009309;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1009501;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1009503;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1011352;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1011375;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1011388;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1011389;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1011390;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1011398;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1011400;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1011547;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1011552;2022;NOV;13 [13-MEDIDOR VOLTEADO O DESCOLG];13
1013348;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1013533;2022;NOV;16 [16-MEDIDOR DANADO];16
1016087;2022;NOV;13 [13-MEDIDOR VOLTEADO O DESCOLG];13
1016128;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1016431;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1016837;2022;NOV;10 [10-MEDIDOR INEXISTENTE O DESC];10
1017766;2022;NOV;10 [10-MEDIDOR INEXISTENTE O DESC];10
1018918;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1019045;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1019170;2022;NOV;10 [10-MEDIDOR INEXISTENTE O DESC];10
1021127;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1022651;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1023271;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1025360;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1025671;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1026895;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1029087;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1029786;2022;NOV;10 [10-MEDIDOR INEXISTENTE O DESC];10
1031883;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1033073;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1033316;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1033320;2022;NOV;19 [19-REGISTRADOR NO VISIBLE];19
1033322;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1033833;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1034410;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1034774;2022;NOV;18 [18-DISPLAY APAGADO O DESPROGRA];18
1035282;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1035299;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1035849;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1036374;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1036395;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1040783;2022;NOV;19 [19-REGISTRADOR NO VISIBLE];19
1041431;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1041966;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1042658;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1042796;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1043043;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1046110;2022;NOV;19 [19-REGISTRADOR NO VISIBLE];19
1046336;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1050251;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1050744;2022;NOV;19 [19-REGISTRADOR NO VISIBLE];19
1053113;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1053537;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1054849;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1054895;2022;NOV;10 [10-MEDIDOR INEXISTENTE O DESC];10
1056256;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1056288;2022;NOV;37 [37-SIN SELLOS EN TAPA BORNERA];37
1057891;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1057971;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1057983;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1059187;2022;NOV;11 [11-MEDIDOR NO REGISTRADO];11
1062858;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1062907;2022;NOV;19 [19-REGISTRADOR NO VISIBLE];19
1063456;2022;NOV;19 [19-REGISTRADOR NO VISIBLE];19
1064073;2022;NOV;11 [11-MEDIDOR NO REGISTRADO];11
1067518;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1067558;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1069494;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1070755;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1071077;2022;NOV;16 [16-MEDIDOR DANADO];16
1071416;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1071550;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1073897;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1074263;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1077037;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1079273;2022;NOV;16 [16-MEDIDOR DANADO];16
1080769;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1081188;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1082232;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1082234;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1083161;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1083908;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1086533;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1087046;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1087913;2022;NOV;16 [16-MEDIDOR DANADO];16
1088099;2022;NOV;19 [19-REGISTRADOR NO VISIBLE];19
1089827;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1091986;2022;NOV;11 [11-MEDIDOR NO REGISTRADO];11
1092682;2022;NOV;19 [19-REGISTRADOR NO VISIBLE];19
1093422;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1093439;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1094817;2022;NOV;19 [19-REGISTRADOR NO VISIBLE];19
1095213;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1095320;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1095503;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1097336;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1097821;2022;NOV;16 [16-MEDIDOR DANADO];16
1099740;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1103366;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1105022;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1107384;2022;NOV;32 [32-NO HAY ACCESO AL MEDIDOR];32
1108813;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1111044;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1111049;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
1112194;2022;NOV;10 [10-MEDIDOR INEXISTENTE O DESC];10
1112916;2022;NOV;21 [21-MEDIDOR DESCONECT SIN SERV];21
